user_id,topic,solved_count
S468,Math,3
S468,String,6
S468,Tree,3
S468,Two Pointers,3
S468,nan,1
S469,Array,62
S469,Database,9
S469,Divide and Conquer,1
S469,Dynamic Programming,2
S469,Hash Table,7
S469,Linked List,2
S469,Math,9
S469,Stack,2
S469,String,7
S469,Tree,2
S469,Two Pointers,4
S469,Union Find,1
S469,nan,3
S470,Array,50
S470,Backtracking,1
S470,Database,5
S470,Depth-First Search,1
S470,Hash Table,6
S470,Math,12
S470,Stack,1
S470,String,11
S470,Tree,5
S470,Two Pointers,1
S471,Array,47
S471,Breadth-First Search,1
S471,Concurrency,1
S471,Database,11
S471,Depth-First Search,1
S471,Divide and Conquer,1
S471,Hash Table,7
S471,Linked List,1
S471,Math,7
S471,String,10
S471,Tree,3
S471,Two Pointers,3
S471,nan,6
S472,Array,45
S472,Database,9
S472,Graph,1
S472,Hash Table,2
S472,Linked List,3
S472,Math,7
S472,String,8
S472,Tree,2
S472,nan,2
S473,Array,32
S473,Backtracking,2
S473,Bit Manipulation,2
S473,Concurrency,1
S473,Database,8
S473,Depth-First Search,2
S473,Hash Table,7
S473,Math,11
S473,String,11
S473,Tree,2
S473,Two Pointers,2
S473,nan,4
S474,Array,42
S474,Bit Manipulation,1
S474,Database,12
S474,Dynamic Programming,2
S474,Graph,1
S474,Hash Table,6
S474,Linked List,1
S474,Math,6
S474,String,8
S474,Tree,3
S474,Two Pointers,1
S474,nan,5
S475,Array,37
S475,Binary Search,1
S475,Database,7
S475,Depth-First Search,1
S475,Graph,1
S475,Hash Table,6
S475,Math,12
S475,Stack,1
S475,String,8
S475,Tree,3
S475,nan,2
S476,Array,49
S476,Bit Manipulation,1
S476,Concurrency,1
S476,Database,6
S476,Dynamic Programming,1
S476,Greedy,1
S476,Hash Table,11
S476,Linked List,1
S476,Math,8
S476,Stack,2
S476,String,12
S476,Tree,2
S476,Two Pointers,1
S476,nan,1
S477,Array,66
S477,Database,12
S477,Depth-First Search,2
S477,Dynamic Programming,4
S477,Graph,1
S477,Hash Table,6
S477,Linked List,5
S477,Math,6
S477,Stack,1
S477,String,8
S477,Tree,1
S477,Two Pointers,2
S477,nan,1
S478,Array,55
S478,Concurrency,1
S478,Database,11
S478,Depth-First Search,1
S478,Design,1
S478,Graph,1
S478,Hash Table,4
S478,Linked List,2
S478,Math,6
S478,String,8
S478,Tree,7
S478,Two Pointers,3
S478,nan,5
S479,Array,48
S479,Bit Manipulation,1
S479,Breadth-First Search,1
S479,Database,9
S479,Depth-First Search,1
S479,Dynamic Programming,1
S479,Hash Table,6
S479,Linked List,2
S479,Math,5
S479,Shell,1
S479,Sorting,1
S479,String,7
S479,Tree,4
S479,Two Pointers,1
S479,Union Find,1
S479,nan,5
S480,Array,45
S480,Backtracking,1
S480,Binary Search,2
S480,Bit Manipulation,1
S480,Breadth-First Search,1
S480,Database,14
S480,Dynamic Programming,2
S480,Graph,1
S480,Hash Table,10
S480,Linked List,2
S480,Math,8
S480,String,7
S480,Tree,6
S480,Two Pointers,2
S480,nan,2
S481,Array,46
S481,Bit Manipulation,2
S481,Database,11
S481,Design,1
S481,Dynamic Programming,1
S481,Hash Table,6
S481,Math,11
S481,String,7
S481,Tree,2
S481,Two Pointers,1
S481,nan,4
S482,Array,54
S482,Database,11
S482,Depth-First Search,1
S482,Dynamic Programming,1
S482,Hash Table,15
S482,Linked List,3
S482,Math,9
S482,String,10
S482,Tree,2
S482,Two Pointers,3
S482,nan,4
S483,Array,34
S483,Database,9
S483,Depth-First Search,1
S483,Divide and Conquer,1
S483,Hash Table,6
S483,Linked List,1
S483,Math,9
S483,Shell,1
S483,Stack,1
S483,String,4
S483,Tree,5
S483,Two Pointers,1
S483,nan,1
S484,Array,46
S484,Binary Search,1
S484,Concurrency,1
S484,Database,7
S484,Depth-First Search,1
S484,Dynamic Programming,1
S484,Hash Table,6
S484,Linked List,1
S484,Math,7
S484,Stack,1
S484,String,9
S484,Tree,3
S484,Two Pointers,2
S484,nan,5
S485,Array,49
S485,Bit Manipulation,1
S485,Database,9
S485,Depth-First Search,1
S485,Dynamic Programming,2
S485,Enumeration,1
S485,Graph,1
S485,Hash Table,10
S485,Linked List,2
S485,Math,7
S485,Stack,1
S485,String,5
S485,Tree,4
S485,Two Pointers,5
S485,nan,2
S486,Array,43
S486,Backtracking,1
S486,Bit Manipulation,1
S486,Database,7
S486,Depth-First Search,2
S486,Dynamic Programming,3
S486,Graph,1
S486,Hash Table,4
S486,Math,14
S486,Stack,2
S486,String,6
S486,Tree,4
S486,nan,3
S487,Array,48
S487,Backtracking,1
S487,Database,11
S487,Depth-First Search,1
S487,Dynamic Programming,1
S487,Hash Table,7
S487,Linked List,1
S487,Math,16
S487,String,13
S487,Tree,1
S487,Two Pointers,4
S487,nan,2
S488,Array,67
S488,Database,6
S488,Depth-First Search,1
S488,Hash Table,6
S488,Linked List,2
S488,Math,3
S488,Stack,1
S488,String,16
S488,Tree,3
S488,Two Pointers,1
S488,nan,6
S489,Array,40
S489,Backtracking,1
S489,Breadth-First Search,1
S489,Database,2
S489,Depth-First Search,1
S489,Dynamic Programming,1
S489,Graph,1
S489,Hash Table,3
S489,Linked List,5
S489,Math,12
S489,Stack,1
S489,String,8
S489,Tree,2
S489,Two Pointers,4
S489,nan,1
S490,Array,54
S490,Concurrency,1
S490,Database,15
S490,Design,1
S490,Hash Table,5
S490,Math,10
S490,Stack,1
S490,String,15
S490,Tree,6
S490,Two Pointers,2
S490,nan,3
S491,Array,63
S491,Bit Manipulation,2
S491,Database,10
S491,Depth-First Search,1
S491,Dynamic Programming,1
S491,Hash Table,8
S491,Math,11
S491,Shell,1
S491,Stack,1
S491,String,6
S491,Tree,2
S491,Two Pointers,1
S491,Union Find,1
S491,nan,8
S492,Array,55
S492,Binary Search,2
S492,Database,4
S492,Dynamic Programming,1
S492,Hash Table,7
S492,Linked List,3
S492,Math,8
S492,Stack,1
S492,String,13
S492,Tree,3
S492,Two Pointers,1
S492,nan,2
S493,Array,60
S493,Bit Manipulation,4
S493,Database,9
S493,Depth-First Search,2
S493,Dynamic Programming,1
S493,Graph,1
S493,Hash Table,9
S493,Linked List,2
S493,Math,8
S493,Stack,2
S493,String,7
S493,Tree,1
S493,Two Pointers,1
S493,nan,5
S494,Array,59
S494,Database,5
S494,Design,1
S494,Dynamic Programming,1
S494,Hash Table,9
S494,Math,12
S494,String,10
S494,Tree,4
S494,Two Pointers,1
S494,nan,5
S495,Array,34
S495,Concurrency,2
S495,Database,7
S495,Depth-First Search,1
S495,Hash Table,4
S495,Math,10
S495,Stack,2
S495,String,9
S495,Tree,2
S495,Two Pointers,1
S495,nan,1
S496,Array,43
S496,Bit Manipulation,1
S496,Database,12
S496,Depth-First Search,1
S496,Design,1
S496,Dynamic Programming,3
S496,Graph,1
S496,Hash Table,5
S496,Linked List,3
S496,Math,10
S496,Shell,1
S496,String,9
S496,Tree,3
S496,nan,5
S497,Array,39
S497,Binary Search,1
S497,Bit Manipulation,1
S497,Database,7
S497,Depth-First Search,1
S497,Dynamic Programming,1
S497,Hash Table,6
S497,Math,10
S497,String,6
S497,Tree,5
S497,nan,2
S498,Array,53
S498,Binary Search,1
S498,Bit Manipulation,1
S498,Database,11
S498,Depth-First Search,1
S498,Divide and Conquer,1
S498,Dynamic Programming,1
S498,Graph,1
S498,Hash Table,11
S498,Linked List,4
S498,Math,5
S498,Stack,1
S498,String,12
S498,Tree,4
S498,nan,3
S499,Array,55
S499,Backtracking,1
S499,Binary Search,1
S499,Concurrency,1
S499,Database,11
S499,Depth-First Search,1
S499,Graph,1
S499,Hash Table,4
S499,Math,10
S499,Stack,1
S499,String,10
S499,Tree,3
S499,Two Pointers,2
S499,nan,5
S500,Array,66
S500,Database,5
S500,Design,1
S500,Dynamic Programming,2
S500,Graph,1
S500,Hash Table,1
S500,Linked List,1
S500,Math,12
S500,String,10
S500,Tree,4
S500,Two Pointers,4
S500,nan,3
